"user","item","rating"
129,176744,8
129,179192,8
129,181472,7
129,193216,9
129,208748,8
130,1721,8
130,7219,7
130,22319,10
130,30400,8
130,63228,9
130,71636,10
130,72946,8
130,81498,10
130,93681,10
130,101963,7
130,109101,8
130,112056,1
130,117981,10
130,135270,7
130,144908,5
131,907,6
131,9727,7
131,15530,6
131,27528,5
131,30030,3
131,42490,10
131,46687,6
131,47534,8
131,50408,6
131,90622,2
131,101384,10
131,115732,7
131,121859,10
131,126924,6
131,130815,7
131,139552,10
131,208304,7
132,54759,5
132,113794,8
132,135161,8
133,1721,8
133,17761,6
133,22327,8
133,33216,9
133,65854,1
133,71636,10
133,74099,7
133,82962,4
133,86442,6
133,93681,10
133,96663,7
133,119434,5
133,147383,7
133,206613,1
134,328,7
134,1029,9
134,6437,8
134,7138,8
134,7679,5
134,10531,10
134,11265,7
134,11861,7
134,12006,9
134,14258,10
134,18287,10
134,19006,10
134,20108,10
134,20737,9
134,24294,10
134,26274,1
134,36151,10
134,36964,7
134,39095,5
134,40998,8
134,43836,10
134,45992,10
134,50408,8
134,65602,10
134,67003,9
134,68989,6
134,72901,10
134,73107,8
134,73967,8
134,75169,10
134,76524,10
134,76596,6
134,83601,6
134,83773,5
134,86832,10
134,89548,6
134,91375,10
134,92078,7
134,97111,2
134,98678,10
134,101003,8
134,104401,8
134,104565,7
134,113794,10
134,114577,10
134,120169,10
134,121205,8
134,121609,6
134,123702,10
134,131446,5
134,131791,4
134,131915,5
134,135161,9
134,145007,7
134,155380,5
134,156148,10
134,156369,10
134,159680,10
134,160731,7
134,162707,4
134,175218,10
134,180276,6
134,184349,2
134,185310,8
134,195268,6
134,202543,5
134,205702,4
134,208748,6
134,219711,10
135,15406,3
135,30030,3
135,42490,10
135,44262,3
135,47534,8
135,74829,10
135,93458,6
135,100855,10
135,101384,10
135,167976,7
135,202830,8
135,205930,7
136,1721,5
136,34328,7
136,50216,6
136,74958,1
136,86442,5
136,101963,7
136,109101,5
136,117981,10
136,135270,8
137,3132,7
137,9680,7
137,9727,4
137,15530,7
137,20737,9
137,24309,8
137,25083,10
137,31625,7
137,33006,7
137,43407,9
137,48463,6
137,50408,7
137,51359,7
137,51895,5
137,83773,6
137,86832,10
137,90622,8
137,93172,8
137,93891,10
137,110261,8
137,117041,8
137,121859,5
137,122382,8
137,128293,7
137,130815,8
137,132449,9
137,143604,4
137,143706,10
137,156148,10
137,192666,1
137,193687,9
137,194553,6
137,208304,10
137,211736,9
138,907,5
138,98369,4
138,109101,7
138,117981,10
139,1347,4
139,6036,8
139,24294,10
139,54759,5
139,110327,10
139,135161,7
139,140729,10
139,156148,10
139,159680,10
139,183960,10
139,213358,5
140,328,7
140,6437,6
140,14258,9
140,26274,1
140,41492,4
140,45992,3
140,65602,10
140,83773,6
140,97655,10
140,107776,4
140,113794,10
140,114613,4
140,126293,6
140,152029,2
140,156148,10
140,184349,2
140,205930,10
140,219711,4
141,1029,9
141,20108,7
141,24294,9
141,32711,8
141,54759,10
141,76596,7
141,83773,10
141,98678,10
141,113794,10
141,120169,10
141,122037,9
141,131669,10
141,145007,9
141,155380,5
141,156148,10
141,159680,10
141,160731,7
141,179192,10
141,193216,9
141,219711,5
142,1721,5
142,34328,6
142,57238,10
142,71636,10
142,74257,6
142,206613,5
143,328,6
143,5962,7
143,12513,10
143,13857,5
143,16546,7
143,26274,1
143,50408,8
143,54759,5
143,83773,7
143,89855,6
143,121609,3
143,131669,10
143,131915,6
143,138830,10
143,155003,2
143,155380,5
143,162707,4
143,175218,4
143,183960,10
143,184349,2
143,205702,10
143,213358,7
143,219711,6
144,16066,2
144,27728,3
144,31116,10
144,33216,10
145,12006,7
145,110327,9
145,131915,5
145,155380,6
146,483,7
146,7724,7
146,12788,8
146,18287,6
146,20737,9
146,26084,8
146,31869,5
146,36151,6
146,51895,4
146,63063,10
146,65679,3
146,68989,6
146,72481,8
146,73967,8
146,76596,6
146,83601,5
146,83773,6
146,89855,6
146,93172,7
146,96796,7
146,98678,10
146,107776,4
146,125294,7
146,130970,10
146,156369,10
146,162707,3
146,180504,8
146,181472,5
146,209245,6
146,210831,7
147,328,6
147,10531,10
147,12006,10
147,12513,10
147,18287,8
147,19006,10
147,20108,9
147,34848,10
147,36151,1
147,39095,6
147,40998,9
147,41460,4
147,50408,9
147,54759,5
147,67003,8
147,68989,6
147,83773,7
147,89548,8
147,89855,6
147,98678,10
147,101003,8
147,104565,10
147,113794,8
147,123702,10
147,131791,6
147,155380,5
147,159680,10
147,160731,6
147,179192,8
147,185310,8
149,328,5
149,1561,6
149,5962,6
149,75169,10
149,83773,6
149,114613,1
149,131791,7
149,156369,10
150,31116,10
151,7219,6
151,71636,10
151,72946,7
151,74958,1
151,81498,10
151,101963,7
151,112056,1
152,15406,9
152,30030,4
152,42490,10
152,44262,10
152,46687,10
152,47534,9
152,93458,10
152,100855,10
152,101384,10
152,121859,10
152,127341,10
152,156148,10
152,163100,8
152,167976,10
152,202830,9
152,208304,10
153,7006,8
153,119447,10
153,143604,3
153,149421,5
153,162707,4
153,179192,7
154,11861,8
154,50408,8
154,54759,5
154,68989,6
154,89855,6
154,101003,7
154,110327,10
154,120169,8
154,131791,6
154,138830,10
154,152029,5
154,156148,10
154,183960,10
154,184349,2
154,213358,7
155,328,9
155,1029,8
155,6036,8
155,6437,7
155,7006,9
155,7679,5
155,10531,10
155,11265,7
155,12513,10
155,13857,8
155,16066,3
155,16546,8
155,18287,9
155,19006,10
155,23795,1
155,24294,9
155,26274,1
155,26485,8
155,34848,10
155,36151,1
155,39095,6
155,40998,8
155,45992,8
155,50408,9
155,67003,9
155,68716,10
155,68989,6
155,73107,7
155,75169,10
155,76524,10
155,76596,7
155,83601,5
155,83773,6
155,89548,6
155,89855,7
155,91375,10
155,97111,10
155,98678,10
155,101003,7
155,104401,9
155,104565,10
155,113794,10
155,114577,10
155,116926,10
155,120169,8
155,121205,7
155,121609,7
155,123702,10
155,131791,7
155,131915,5
155,145007,9
155,155380,7
155,156148,10
155,156369,10
155,159680,10
155,160731,7
155,162707,8
155,175218,10
155,179192,9
155,182280,10
155,184349,2
155,185310,8
155,193216,8
155,195268,2
155,202543,5
155,219711,10
156,1721,9
156,47612,4
156,71636,10
156,147383,8
156,216006,1
157,483,6
157,1029,9
157,7679,5
157,10148,10
157,11861,5
157,19006,10
157,26084,10
157,38648,5
157,41492,2
157,43715,10
157,51399,7
157,65602,10
157,65679,5
157,65854,1
157,67003,6
157,68989,6
157,72481,8
157,73967,9
157,83773,6
157,94117,7
157,96635,10
157,96796,8
157,97111,10
157,102153,6
157,113740,9
157,114577,10
157,114613,8
157,117775,10
157,122382,8
157,126293,5
157,130970,10
157,131446,5
157,135273,9
157,155380,5
157,182280,5
157,195268,7
157,216793,4
158,3248,6
158,11265,7
158,22319,10
158,31116,5
158,33216,10
158,65854,1
158,66787,8
158,71570,10
158,81470,10
158,113157,10
159,31116,10
160,10148,10
160,11861,6
160,17400,8
160,23795,6
160,68989,6
160,143706,10
160,179192,4
160,180504,8
160,195268,2
161,7724,7
161,9727,4
161,14258,10
161,15530,5
161,20737,7
161,25731,4
161,26193,10
161,33006,2
161,41492,2
161,43407,4
161,48463,3
161,56397,2
161,65602,10
161,65679,3
161,86832,10
161,88269,4
161,91375,8
161,93172,6
161,102153,7
161,110261,4
161,111862,4
161,118322,10
161,121116,6
161,121859,10
161,122382,4
161,126924,1
161,152830,4
161,156148,10
161,162707,3
161,173384,6
161,180276,5
161,181472,5
161,192666,7
161,193687,8
161,201897,6
161,202509,6
161,211736,10
161,213358,7
161,216006,1
162,1721,8
162,7219,6
162,74958,1
162,81498,9
162,101963,9
162,109101,9
162,112056,1
162,117981,10
163,22319,10
164,328,7
164,5670,8
164,7679,5
164,36964,9
164,45992,6
164,54929,10
164,83773,6
164,89543,8
164,96329,5
164,96796,7
164,107776,7
164,128293,6
164,131669,10
164,150020,7
164,156148,10
164,180276,6
165,5962,4
165,7724,7
165,12513,10
165,12788,8
165,20737,8
165,26084,7
165,45992,5
165,65679,3
165,67003,5
165,68989,5
165,72481,8
165,73967,7
165,76524,10
165,83601,5
165,83773,5
165,89548,1
165,96796,8
165,97111,1
165,102328,7
165,104565,6
165,107776,3
165,118322,10
165,119962,5
165,121205,4
165,125294,8
165,131446,5
165,145007,7
165,156369,10
165,162707,5
165,176904,5
165,180276,3
165,180504,8
165,193216,8
165,195268,2
165,205930,10
166,5670,8
166,7724,7
166,12006,6
166,20737,8
166,23795,9
166,33006,5
166,40998,7
166,44077,7
166,51399,8
166,60983,6
166,89543,8
166,93681,10
166,96796,6
166,97655,10
166,117041,8
166,121859,10
166,131669,10
166,131791,5
166,156148,10
166,162707,3
166,173600,6
166,176744,7
166,192666,1
166,193687,8
166,194553,5
166,202509,6
166,211736,9
167,31116,10
167,73728,8
167,85407,9
168,3248,10
168,56116,10
168,74958,1
168,117981,10
168,119434,6
168,135270,9
168,147383,9
169,22319,10
169,65854,3
169,119434,6
169,131867,9
170,1721,6
170,22327,7
170,31116,9
170,33125,8
170,33216,10
170,122905,1
171,328,10
171,483,7
171,1029,9
171,6036,8
171,6437,9
171,12006,8
171,12513,10
171,22319,10
171,25013,2
171,50408,10
171,54759,10
171,68989,6
171,75169,10
171,89548,9
171,89855,7
171,98678,10
171,101003,7
171,110327,8
171,121609,10
171,131915,5
171,138830,10
171,155380,7
171,183960,10
171,219711,5
172,12006,3
172,20108,9
172,32711,8
172,67003,6
172,76524,10
172,83773,6
172,89855,3
172,92078,6
172,96796,7
172,105660,9
172,127514,5
172,143706,7
172,155380,7
172,184349,2
172,185310,8
172,195268,2
172,205702,10
172,213358,7
173,1721,5
173,31116,7
173,33125,7
173,33216,10
173,113157,10
174,7724,6
174,10148,10
174,26193,9
174,31869,5
174,68570,6
174,72481,8
174,83601,5
174,89548,2
174,89855,6
174,93172,3
174,106977,10
174,138830,10
174,143706,5
174,181472,6
174,208516,5
174,209245,6
175,52391,10
175,98369,10
175,117981,10
176,133,5
176,11861,7
176,15530,8
176,25731,5
176,33006,6
176,37122,9
176,37184,9
176,41492,3
176,44077,8
176,51399,7
176,60983,5
176,86832,10
176,106977,6
176,111862,6
176,117041,8
176,121116,8
176,121859,10
176,152830,5
176,156148,10
176,173384,8
176,192666,1
176,193687,9
177,31116,10
177,33216,10
178,328,6
178,483,6
178,1029,5
178,5962,5
178,6437,7
178,7724,7
178,10148,10
178,11861,5
178,12513,10
178,12788,8
178,13857,4
178,16546,1
178,18287,8
178,20737,8
178,26084,7
178,26274,1
178,27728,2
178,32711,5
178,36151,4
178,36964,6
178,38648,6
178,40998,7
178,41460,5
178,41492,1
178,43715,10
178,43836,10
178,50408,6
178,51359,6
178,54929,10
178,61157,10
178,63063,10
178,65679,5
178,68989,6
178,72481,8
178,89548,4
178,89855,6
178,92078,7
178,94117,6
178,96329,2
178,96635,7
178,97111,1
178,98678,10
178,102328,1
178,104401,2
178,107776,3
178,118322,10
178,119447,10
178,119962,6
178,120169,8
178,122037,8
178,122382,5
178,126293,6
178,127514,4
178,135273,6
178,143706,6
178,152830,6
178,155380,5
178,159680,10
178,179192,7
178,180276,3
178,184349,2
178,193216,8
178,195268,2
178,202543,5
178,205702,10
178,208516,9
178,213358,9
178,216793,3
179,31116,9
179,66787,7
179,85407,6
179,209245,6
180,6269,8
180,7724,7
180,9727,3
180,10148,10
180,23795,10
180,26084,5
180,31869,6
180,36964,6
180,41460,4
180,45992,3
180,60983,4
180,68989,5
180,83773,6
180,92078,7
180,110261,6
180,119447,10
180,122037,8
180,135273,7
180,152830,4
180,162707,3
180,176744,3
180,180504,8
180,208748,5
181,1347,6
181,6036,8
181,34848,10
181,43836,10
181,54759,10
181,110327,8
181,135161,10
181,140729,10
181,155380,5
181,156148,10
181,159680,10
181,183960,10
182,1721,8
182,22319,10
182,31116,10
182,33216,10
182,70692,10
182,81470,10
182,113157,10
183,3132,6
183,7219,6
183,9680,7
183,12107,10
183,12795,9
183,15406,5
183,15530,8
183,21497,10
183,24309,7
183,27528,7
183,30030,6
183,33006,8
183,34219,7
183,36134,10
183,36583,8
183,36793,10
183,44262,3
183,46687,9
183,48463,10
183,65218,10
183,80463,9
183,93172,9
183,93458,6
183,93891,10
183,97023,7
183,97315,9
183,100855,10
183,111862,8
183,117041,8
183,121859,1
183,126924,5
183,132860,10
183,156148,10
183,162783,7
183,163100,4
183,193687,8
183,194553,7
183,201897,7
183,208304,8
183,208748,7
183,210831,6
184,31116,10
185,133,4
185,7724,7
185,20737,7
185,23795,6
185,36964,7
185,50408,6
185,56397,4
185,60983,4
185,63063,10
185,65602,10
185,68989,6
185,94117,5
185,94997,6
185,96329,2
185,96635,6
185,104401,3
185,107776,4
185,126293,7
185,132860,10
185,135273,7
185,143706,6
185,176744,3
186,7006,8
186,10148,10
186,15406,7
186,30030,7
186,42490,10
186,44262,10
186,46687,10
186,47534,10
186,54982,10
186,65218,10
186,68989,7
186,74829,10
186,75169,10
186,81498,9
186,93458,10
186,100855,10
186,101384,10
186,121859,10
186,128293,6
186,139552,10
186,156148,10
186,167976,10
186,202830,10
186,208304,9
187,6036,8
187,54759,5
187,89548,7
187,121609,3
187,135161,7
187,138830,10
187,140729,10
187,156148,10
187,159680,10
187,183960,10
188,328,6
188,6269,9
188,6437,6
188,10531,5
188,16546,10
188,19006,10
188,26193,10
188,34848,10
188,39095,5
188,40998,8
188,45992,2
188,50408,9
188,61157,10
188,65602,10
188,67003,5
188,68989,5
188,76524,10
188,83601,5
188,83773,5
188,89548,4
188,89855,5
188,91375,7
188,97111,1
188,98678,10
188,104565,8
188,113740,9
188,113794,10
188,114613,1
188,121205,7
188,125294,8
188,131791,5
188,131915,5
188,132860,9
188,152029,2
188,155380,5
188,176904,5
188,180276,5
188,182280,6
188,184349,2
188,185310,8
189,328,7
189,1561,7
189,5962,8
189,11861,7
189,12513,10
189,26274,7
189,41460,5
189,41492,5
189,68989,5
189,83773,6
189,89855,6
189,107776,9
189,120169,7
189,122037,9
189,143706,10
189,155003,2
189,173600,5
189,184349,2
189,205702,10
189,208516,6
190,25731,5
190,31869,8
190,35647,10
190,41492,3
190,54380,8
190,60983,6
190,121116,7
190,121859,10
190,128293,7
190,152830,4
190,156148,10
190,176904,5
190,180504,8
190,192666,1
190,208748,6
191,10148,10
191,18287,5
191,25083,10
191,37122,7
191,37184,9
191,38648,3
191,43715,10
191,67003,5
191,76596,6
191,90622,5
191,96635,4
191,96796,7
191,97315,7
191,97655,10
191,98678,10
191,101384,10
191,106977,10
191,114613,1
191,121859,10
191,143604,5
191,143706,8
191,160731,6
191,162707,2
191,180504,8
191,192666,3
191,196502,8
191,202509,7
191,211736,9
191,219711,1
192,5962,7
192,6269,7
192,7679,5
192,12006,6
192,12513,10
192,20737,9
192,26084,10
192,54929,10
192,61157,10
192,63063,10
192,65679,6
192,72481,8
192,73967,9
192,83773,6
192,94117,7
192,102328,7
192,106977,10
192,107776,7
192,115732,10
192,125294,8
192,155380,6
192,156369,10
192,156908,10
192,176904,6
192,180276,7
192,180504,8
192,184349,2
192,202543,5
193,31116,3
194,5962,7
194,6269,8
194,7724,7
194,89855,6
194,107776,5
194,125294,8
194,130970,10
194,152029,3
194,180276,5
194,195268,2
195,328,6
195,7679,5
195,12006,10
195,12513,10
195,32711,8
195,34848,10
195,54759,5
195,68570,7
195,68989,6
195,72901,1
195,83773,10
195,89855,7
195,92078,7
195,97111,10
195,98678,10
195,116926,10
195,123702,10
195,131446,7
195,135161,9
195,138830,10
195,213358,5
196,22327,7
196,31116,5
196,96663,7
197,7679,5
197,7724,7
197,23795,6
197,38648,5
197,50408,7
197,83773,6
197,89855,6
197,104401,7
197,119962,8
197,143706,10
197,156148,10
197,180276,6
197,185310,8
198,16066,5
198,31116,9
198,99476,6
198,113157,10
199,16066,2
199,25978,4
199,31116,10
199,33125,9
199,33216,1
199,71570,10
199,73728,8
199,97992,9
199,104785,9
199,144908,6
200,17761,7
200,34328,8
200,71636,10
200,93681,10
200,216006,1
201,34328,7
201,74958,1
201,109101,7
201,121469,4
201,126047,6
202,11265,7
202,22319,10
202,31116,5
202,33216,1
202,65854,1
202,71570,10
202,81470,10
203,483,7
203,1029,9
203,6036,8
203,6437,6
203,7749,9
203,9680,7
203,18287,7
203,20108,7
203,22319,10
203,26084,8
203,32711,8
203,36964,10
203,38648,5
203,39095,7
203,40998,8
203,41492,7
203,45992,2
203,54929,10
203,61157,10
203,63063,10
203,65679,5
203,67003,5
203,68989,6
203,73967,7
203,83601,5
203,83773,6
203,86832,10
203,89543,8
203,92078,7
203,94117,7
203,96635,6
203,97111,1
203,97655,10
203,101384,10
203,102328,10
203,107776,6
203,110261,7
203,120169,8
203,122037,8
203,122382,9
203,127514,5
203,130970,10
203,132860,9
203,145007,9
203,150020,6
203,156148,10
203,156908,10
203,160731,7
203,162707,5
203,173600,8
203,176744,7
203,179192,7
203,180276,7
203,180504,8
203,184349,2
203,193216,8
203,193687,8
203,202509,8
203,202543,5
203,208748,7
203,219711,5
204,907,10
204,2127,8
204,3132,6
204,9680,6
204,12107,10
204,12795,7
204,15406,6
204,21497,10
204,24309,10
204,25083,10
204,26193,10
204,30030,4
204,34219,10
204,35647,10
204,48463,5
204,54380,6
204,74829,10
204,80463,9
204,93172,7
204,93681,10
204,93891,10
204,97315,7
204,117041,8
204,121859,10
204,126924,8
204,130815,10
204,143604,6
204,156148,10
204,162783,7
204,163100,4
204,192666,5
204,193687,8
204,194553,6
204,201897,5
204,205930,10
204,208304,10
205,31116,10
205,33216,10
205,57238,10
205,73728,8
205,97992,10
206,71636,10
206,93681,10
206,96663,7
206,121469,5
206,216006,1
207,907,8
207,3132,3
207,7724,7
207,20737,8
207,25083,10
207,26084,7
207,26193,10
207,31869,5
207,33006,5
207,39095,4
207,48463,5
207,60983,5
207,83601,5
207,88269,6
207,90622,6
207,96635,4
207,97315,5
207,110261,5
207,111862,6
207,121859,10
207,122382,5
207,130815,6
207,143604,3
207,152830,5
207,156148,10
207,173384,6
207,193687,9
207,194553,7
207,208304,6
207,208748,6
208,15406,7
208,30030,5
208,42490,10
208,44262,10
208,47534,9
208,65218,10
208,74829,10
208,93458,6
208,100855,10
208,101384,10
208,117775,10
208,139552,6
208,167976,10
208,202830,7
208,205930,8
208,208304,9
209,30400,10
209,52391,10
209,109101,8
209,117981,10
210,1347,2
210,6036,8
210,24294,8
210,54759,5
210,135161,7
210,156148,10
210,159680,10
210,162707,4
210,183960,9
211,328,6
211,5962,8
211,7724,7
211,12513,10
211,23795,4
211,68570,8
211,68989,6
211,83773,6
211,89548,7
211,89855,6
211,98678,10
211,107776,4
211,114613,8
211,120169,10
211,126293,9
211,152029,2
211,156148,10
211,180276,7
211,185310,8
212,10148,10
212,20737,7
212,25083,10
212,25731,5
212,26193,10
212,60983,4
212,88269,6
212,90622,2
212,110261,4
212,119447,10
212,119962,5
212,121859,10
212,130970,10
212,143604,3
212,150020,6
212,156148,10
212,192666,6
212,193687,8
212,194553,7
212,201897,5
212,205930,10
212,208748,5
213,1721,8
213,2393,4
213,3248,2
213,6932,6
213,25978,3
213,27728,3
213,31116,10
213,33216,1
213,50216,1
213,71570,10
213,73107,6
213,74257,10
213,97992,8
213,113157,10
213,209245,6
214,22319,10
214,31116,5
214,33216,1
215,15406,4
215,22319,10
215,42490,10
215,44262,5
215,47534,9
215,74829,10
215,81498,10
215,93458,6
215,100855,10
215,101384,10
215,128293,7
215,167976,9
215,202830,9
216,22319,10
216,34328,8
216,71636,10
216,72946,10
216,74958,1
217,27528,10
217,30030,7
217,31625,8
217,34219,9
217,35647,10
217,36134,10
217,36583,8
217,36793,10
217,44262,10
217,48463,10
217,54982,10
217,74617,10
217,80463,9
217,93172,6
217,93458,10
217,97023,9
217,100855,10
217,117041,8
217,127341,10
217,130815,10
217,163100,6
217,182280,9
217,201897,8
217,205930,10
217,208748,8
218,7219,7
218,30400,10
218,63228,9
218,81498,9
218,101963,7
218,109101,8
218,112056,1
218,117981,10
218,135270,8
218,202830,7
219,71636,10
219,72946,6
219,109101,8
219,117981,10
220,907,9
220,3132,6
220,9680,7
220,12788,8
220,15530,8
220,20737,7
220,24309,10
220,25083,10
220,31625,6
220,36964,6
220,37122,6
220,41492,4
220,43836,8
220,51359,8
220,54380,7
220,63063,10
220,71636,10
220,74617,10
220,75169,10
220,93891,10
220,97315,9
220,110261,5
220,111862,6
220,117041,8
220,119434,4
220,121859,10
220,127514,6
220,128293,7
220,130815,10
220,143604,5
220,156148,10
220,173384,8
220,184349,2
220,193687,6
220,194553,7
220,201897,6
220,208304,6
220,209245,6
221,328,6
221,10148,10
221,14258,10
221,17400,7
221,20737,8
221,26084,9
221,31869,6
221,40998,7
221,41460,4
221,54929,10
221,83773,6
221,96796,5
221,117775,10
221,195268,2
222,1721,6
222,7219,6
222,30400,10
222,51895,8
222,63228,9
222,71636,10
222,81498,9
222,109101,8
222,112056,6
223,22319,10
223,71636,10
223,84859,7
223,121469,6
223,135270,8
224,17761,6
224,34328,8
224,71636,10
224,84859,2
224,216006,1
225,31116,8
225,126047,6
225,154345,8
226,1721,4
226,63228,9
226,71636,10
226,74958,1
226,81498,10
226,97992,9
226,109101,8
226,112056,5
226,117981,10
227,52391,10
227,117981,10
227,119434,1
228,5670,10
228,14258,10
228,18287,9
228,20737,9
228,22319,10
228,23795,9
228,33006,6
228,39095,6
228,73967,7
228,96796,7
228,101384,10
228,102328,9
228,110261,7
228,121859,10
228,122382,5
228,156148,10
228,192666,7
228,193687,8
228,201897,5
228,209245,6
228,213358,8
229,907,8
229,2127,8
229,3132,6
229,9680,8
229,12107,10
229,12795,9
229,15406,6
229,15530,7
229,24309,7
229,25083,10
229,27528,8
229,30030,6
229,34219,8
229,35647,10
229,36583,9
229,36793,10
229,44262,6
229,48463,10
229,54982,10
229,65218,10
229,80463,9
229,93172,7
229,93458,6
229,93891,10
229,97315,9
229,100855,10
229,117041,8
229,121859,10
229,126924,7
229,127341,10
229,130815,8
229,139552,10
229,143604,8
229,156148,10
229,162783,9
229,163100,4
229,192666,3
229,193687,7
229,194553,7
229,201897,7
229,205930,10
229,208304,10
229,208748,8
230,31116,5
231,1721,8
231,2111,8
231,22319,10
231,33216,9
231,34328,7
231,71636,10
231,82962,2
231,86442,6
231,93681,1
231,96663,7
231,119434,5
231,147383,7
231,216006,1
232,31116,10
232,86442,4
232,99476,4
233,1721,9
233,74257,9
233,85407,8
233,131867,9
234,1721,5
234,57238,10
234,66787,7
235,71636,10
236,35647,10
236,60983,7
236,73967,9
236,83773,6
236,96796,7
236,102153,6
236,117775,10
236,126293,8
236,127514,7
236,176744,7
236,209245,10
237,1721,10
237,22319,10
237,22327,8
237,27728,2
237,33216,10
237,65854,1
237,66787,8
237,73728,8
237,81470,10
237,82962,1
237,85407,7
237,96663,8
237,113157,10
237,119434,5
237,122905,1
237,126047,7
237,154345,8
237,206613,6
238,16066,7
238,31116,8
239,2393,4
239,34328,7
239,50216,5
239,63228,9
239,71636,10
239,86442,6
239,96663,7
239,97992,10
239,98369,4
239,109101,8
239,117981,10
239,154345,5
240,52391,10
240,81498,3
240,97992,10
240,98369,10
241,34328,7
241,70692,5
241,71570,10
241,71636,10
241,96663,7
241,122905,1
241,216006,1
242,133,6
242,33006,6
242,41492,6
242,89543,7
242,121116,8
242,121859,10
242,122382,7
242,162707,2
242,180504,9
242,192666,1
242,193687,8
242,194553,5
243,71636,10
243,84859,7
243,121469,6
243,147383,8
244,907,8
244,9680,6
244,15406,5
244,21497,10
244,27528,9
244,30030,7
244,34219,7
244,36134,10
244,36583,8
244,36793,10
244,42490,10
244,44262,8
244,46687,7
244,47534,10
244,54982,10
244,65218,10
244,74829,10
244,93458,6
244,97023,8
244,100855,10
244,101384,10
244,115732,8
244,121859,5
244,126924,8
244,130815,8
244,139552,10
244,156148,10
244,163100,3
244,167976,9
244,193687,10
244,208304,5
244,208748,7
244,210831,7
245,1721,5
245,2111,8
245,2393,4
245,3248,5
245,6932,6
245,7138,6
245,17761,5
245,22319,10
245,22327,7
245,25978,8
245,27728,2
245,33216,9
245,41492,3
245,56116,7
245,57238,10
245,65854,5
245,70692,3
245,71570,10
245,71636,10
245,74099,7
245,74257,9
245,81470,9
245,82962,1
245,85407,7
245,86442,6
245,93681,10
245,96663,7
245,99476,5
245,113157,10
245,119434,5
245,122905,1
245,126047,6
245,131867,9
245,154345,8
245,206613,5
246,22327,10
246,25978,8
246,31116,9
246,33216,10
246,34328,9
246,56116,8
246,81470,10
246,113157,10
247,1561,7
247,54929,10
247,60983,6
247,89543,8
247,111862,7
247,117041,8
247,121116,9
247,121859,10
247,122382,8
247,131791,2
247,173384,9
247,192666,1
247,193687,7
248,483,7
248,5670,10
248,5962,8
248,6036,8
248,6932,6
248,7724,7
248,7749,6
248,12788,8
248,13857,6
248,14258,9
248,20108,8
248,26084,10
248,31625,7
248,36964,7
248,39095,4
248,40998,7
248,43715,10
248,54929,10
248,56397,4
248,60983,5
248,61157,10
248,65679,5
248,67003,7
248,68989,6
248,73107,8
248,73967,7
248,76596,6
248,83601,5
248,89855,6
248,92078,6
248,96796,7
248,97655,10
248,97992,10
248,104401,6
248,106977,8
248,107776,5
248,114577,10
248,116926,7
248,117041,8
248,119962,8
248,123702,10
248,125294,8
248,126293,7
248,132860,10
248,135273,8
248,138830,10
248,143706,7
248,145007,6
248,155380,5
248,156148,10
248,159680,10
248,179192,9
248,180276,6
248,180504,8
248,193216,8
248,196502,7
248,208516,9
249,328,7
249,12006,10
249,12513,10
249,54759,5
249,83773,7
249,89855,6
249,101003,7
249,123702,10
249,155003,2
250,22319,10
250,71636,10
250,74099,5
250,86442,5
250,147383,7
250,209245,6
251,1721,8
251,2111,8
251,2393,5
251,3248,1
251,7006,8
251,7138,8
251,7219,7
251,17761,6
251,25013,10
251,25978,6
251,34328,8
251,47612,5
251,50216,8
251,56116,5
251,57238,10
251,63228,9
251,70692,4
251,71636,10
251,72946,8
251,74099,7
251,74257,9
251,74958,1
251,82962,1
251,84859,2
251,85407,7
251,86442,7
251,93681,10
251,96663,7
251,97992,8
251,98369,10
251,101963,7
251,109101,8
251,110261,5
251,117981,10
251,119434,5
251,121116,1
251,121469,6
251,126047,7
251,135270,7
251,144908,5
251,154345,8
251,206613,5
251,209245,7
252,133,4
252,6036,8
252,7724,7
252,12006,7
252,18287,8
252,19006,10
252,26485,9
252,36964,8
252,41460,4
252,50408,8
252,51399,7
252,51895,3
252,65679,9
252,89543,10
252,96329,4
252,96796,7
252,102328,10
252,110261,7
252,125294,8
252,126293,6
252,128293,8
252,143706,10
252,162707,1
252,173384,10
252,175218,5
252,176744,7
252,180504,8
253,31116,8
254,7724,7
254,10628,8
254,11861,8
254,13857,6
254,20737,9
254,26084,8
254,26193,10
254,26640,8
254,35647,10
254,37122,6
254,37184,9
254,60983,6
254,89543,10
254,101384,10
254,102153,7
254,115732,10
254,117041,8
254,117775,10
254,121859,10
254,122382,6
254,132449,8
254,152830,9
254,156148,10
254,179192,9
254,181472,6
254,192666,1
254,193687,8
254,201897,7
255,31116,8
256,907,7
256,9680,6
256,12107,10
256,12795,7
256,15406,4
256,15530,8
256,21497,10
256,24309,10
256,27528,7
256,30030,5
256,34219,8
256,36134,8
256,36583,7
256,36793,10
256,42490,10
256,44262,6
256,46687,10
256,48463,2
256,65218,10
256,74617,10
256,74829,10
256,93172,6
256,93458,8
256,93891,10
256,97023,8
256,97315,7
256,100855,10
256,111862,7
256,121859,10
256,126924,2
256,139552,10
256,156148,10
256,162783,5
256,163100,4
256,193687,7
256,194553,7
256,201897,6
256,208304,3
256,210831,7
257,133,7
257,483,5
257,5670,8
257,6269,9
257,7749,7
257,54929,10
257,89855,6
257,96796,7
