eventId,description
1151740234853898,"Peche a la mouche ' (in English : Fly fishing) is an acoustic gypsy jazz trio performing in Saigon since 2012.

Nico, Matt(guitarists) , and Jacky (bass) are revisiting! Several jazz standards from the 20s and 30s (All of Me, Minor swing, brazil, bluesette, etc) in the style of Django Reinhardt (a gypsy jazz guitarist from the 30s), which is very unique in Town.

-----------------------------------------------------------------------------------------

Peche A la Mouche la mot band nhac gypsy jazz o Sai Gon tu nhung nam 2012. 

Nico, Matt (guitar) va Jacky (bass) se trinh dien nhung bai hat kinh dien tu nhung nam 20s va 30s (All of Me, Minor Swing, Brazil, Bluesette, ect).
POSTS"
1678424979065826,"CHO PHIEN CUOI TUAN SALE HUNTER
Insta : @salehunter102
Thu bay (28/11/2015) ⏰ 10h – 21h
Chu nhat (29/11/2015) ⏰ 10h – 21h
Dia diem : TTTM Blue Square 91 Pham Van Hai Q. TB
✔ Quy tu hon 70 shop online, san pham sieu re, giam tu 10% den 70% 
✔ Hem an vat sieu thu vi : banh trang nuong, banh trang tron, ha cao, xien que, tra sua tui zip, tra dao …
✔ Hoa don mua sam 500k doi ngay qua tang xinh xan
✔ Mien phi cac dich vu tro choi vao cac khung gio vang
*** Mien phi hoc lam hoa giay, thiep quilling : 13h - 14h
*** Mien phi ve Henna : 14h – 15h
*** Mien phi boi bai Tarot : 15h – 16h
*** Mien phi Tet toc chi mau : 16h-17h
*** Mien phi ve chibi : 17h – 18h
*** Mien phi ve Nails : 18h – 19h
*** Mien phi boi bai tay, boi la : 19h – 20h

Note ngay vao so tay an choi cuoi tuan nay ban nhe!"
1510017685963283,"La chuong trinh thuong nien moi nam mot lan cua sinh vien Khoa Thu vien - Thong tin hoc, nham gan ket sinh vien cac khoa voi nhau qua cac tro choi sinh hoat tap the hua hen nhieu bat ngo va hap dan. Hay tham gia voi chung to nhe!! :)"
311755245655422,"December 10: Mr. Nobody (Belgium-Canada-France-Germany 2009)
Jared Leto is Nemo, a 118-year-old man and the last mortal human living in the year 2092. The first English-language film by Belgian director Jaco van Dormael, Mr. Nobody is an ambitious psychological and existential sci-fi film that explores the human memory and the domino effect that an individual’s life choices may create. The fragmented narration plays out like a multi-storyline film divided in three central love stories. The contradictory recollections from Nemo’s life surface during his hypnosis session with Dr. Feldheim who wants to understand how the memory of a mortal person works. Despite the sleek and beautiful production sets, Mr. Nobody is ultimately a story that touches the heart with no room for rationality.

December 17: Black Mass (USA, 2015)
Black Mass sees a glorious return for Johnny Depp with a penetrating and chilling performance as real-life gangster James 'Whitey' Bulger. Bulger controlled Boston in the 70s and 80s as the boss of the Irish mob Winter Hill Gang. Black Mass does something that almost no other gangster film does: it focuses on the relationship between institutional power and organise crime and the role that government agencies as well as politicians have in supporting and spreading organise crime. Bulger became an FBI informant when his childhood pal John Connolly (Joel Edgerton) convinces him to give information about the rival Mafia gang. The line between law and crime rapidly starts to blur and Bulgar begins to exploit his connection with the FBI while Connolly starts to get increasingly fascinated by the criminal world.

December 24: The Martian (USA, 2015)
Matt Damon is astronaut Mark Watney on a mission to Mars in the latest film by Ridley Scott. Watney is stranded on the Red Planet after his crew believes him dead and are forced to quickly abandon their mission due to a dangerous windstorm. Unlike in Blade Runner and Alien, Scott takes an entertaining and optimistic approach in this survival-adventure sci-fi flick that sees Damon’s character – an expert botanist – use all his strength and inventiveness to find sustenance on the red planet. Although The Martian has an A-list cast – Jessica Chastain, Chiwetel Ejiofor, Jeff Daniels, Kristen Wiig and Danny Glover, among the others – it is a one-man show for Damon who manages to pull off the role of believable hero by creating a relatable but never dull persona.  

Written by Zelda Rudzitsky

Free entry!
Come early to get good seats."
509992435843792,"* LINK DANG KY THAM GIA TRAI: http://goo.gl/forms/1VN8p78k5O

Hoi trai truyen thong – EF’s Camp da CHINH THUC TRO LAI \m/

Mang chu de Truy tim kho bau, Hoi trai lan nay se dam mau sac huyen bi ma cung het suc pha cach, soi dong do nha.

Voi ten goi W.A.Y – WHERE ARE YOU?, day se la ban do dan dat cac ban den voi kho bau huyen bi danh rieng cho cac than dan EF!

Va han con co nhung ban thac mac rang tai sao lai co hoat dong thuong nien nay? De hieu thoi! Vi BTC muon tat ca EF-er co mot khoang thoi gian bung lua va chay het minh voi nhau. Cac ban mong cho mot chang duong sinh vien that dep? Vay thi cung voi BTC EF’s Camp 2015 cung nhau bien mong cho do thanh hien thuc nhe!

W.A.Y – WHERE ARE YOU? Se co nhung gi?
- Tro choi tap the - Tat nhien roi!
- Giai mat thu – Khong the thieu nhe!
- Vui va bua – Hoi trai ma!
- An nam y nham an ngu chung voi nhau? – Thoi gian de xay dung tinh cam do nha!
- Dot lua trai? – Phan mong doi nhat dung khong nhi?
- Choi xuyen dem – Hong le di trai lai nhu o nha?
- Va con rat rat nhieu dieu thu vi, hap dan dang dang tay cho don cac ban dooooooooooo!!!

Nhung thong tin chi tiet ve trai:
- Thoi gian: 2 ngay 1 dem (28 - 29/11/2015) tu sang thu 7 den trua Chu Nhat.
- Dia diem: Khu du lich sinh thai Bo Cap Vang, Ap 3, Phuoc Khanh, Nhon Trach, Dong Nai
- Phi tham gia trai: 200.000d/SV

DA DU KICH THICH CHUA NAO ???

Than dan EF hay cung nhau doi hinh dai dien va cover de mot lan nua nhuom mau facebook, cho don cach thuc tham gia va phi tham gia tu BTC nha !!!

LAM SAO DE THAM GIA NHI?
- B1: Nhan vao duong link ben duoi, dien day du thong tin.
- B2: Dong phi trai:
+ SV nam nhat se nop tien cho Chi hoi truong, sau do cac ban Chi hoi truong lap danh sach va nop lai cho chi Mai Phuong Hong An (SDT: 01234 653 635).
+ Doi voi SV nam hai thi cac ban nop cho ban Luu The Quang (SDT: 0938 898 569).
+ SV nam ba, nam tu, cac ban nop cho Mai Phuong Hong An (SDT: 01234 653 635).
- B3: Confirm lai thong tin va du buoi hop trai sinh de nghe BTC pho bien.
- B4: Xach ba lo len va di!

* HAN CHOT dang ky: 0h ngay 20/11/2015
* HAN CHOT de dong phi tham gia trai: 24/11/2015

CUNG DANG KY NAO CAC BAN OI!!!!!

* LINK DANG KY THAM GIA TRAI: http://goo.gl/forms/1VN8p78k5O"
1549983025247178,"Dang ki nhan bao gia tu chu dau tu : http://goo.gl/forms/TxTf5bALOf
* Western Dragon nam trong quy dat 7.649m2 .
* Mat do xay dung : 36% . 
* Dien tich cong trinh cong cong ,cay xanh : 54%.
* Quy mo 2 block voi 3 thap cao 18 tang .
* Trong do : 2 tang ham thong 2 block , 3 tang trung tam thuong mai, va 15 tang can ho cao cap .He thong thang may nhap khau , thang bo bo tri chuan, gieng troi duoc bao quanh toa nha tao cho quy khach hang mot cam giac yen tinh va can ho nao cung la can goc
Western Dragon co 3 type can ho : 1PN – 2PN – 3PN .Su da dang ve thiet ke giup quy khach hang co the mua o ( 2 – 3PN ) hoac mua cho thue , dau tu, de danh… ( 1PN ) .Dien tich : tu 41,59 m2 – 131,24m2 ( lot long ) .
Tien ich noi khu day du sang trong : ho boi trung tam , cong vien , tham co ,coffee shop ,the tu can ho, khu vui choi tre em, bao ve 24/7 , mua sam , sieu thi, rap chieu phim , spa , phong gym & yoga, phong dich vu y te, nha tre, phong sinh hoat cong dong …
LH: Phong kinh doanh chu dau tu 0944 03 00 91"
1521939228125097,Day la noi sinh hoat chuyen mon cua GV TP HCM trong dot tap huan ngay 28-29 thang 11 nam 2015
1495816200713532,"http://goo.gl/forms/gyO97jIhNJ
CAN HO THUONG GIA - KHANG DINH DANG CAP"
984026495003597,"Le khai truong can ho cao cap nhat khu Tay SAi Gon, mo ban lan dau tien, nhieu chinh sach uu dai va chiet khau cho khach hang dat cho giu vi tri.
Nhanh tay lien he: 0904.78.77.96
Website : http://western-dragon.vn/"
592475197557492,"Muon tiet kiem chi phi mua sach?
The nao neu minh doi nhung cuon sach minh co lay cuon
sach khac ma khong mat chi phi nao?
Cung tham gia voi chung toi nhe !
- Thoi gian: 28/11/2015 den 29/11/2015
- Dia diem: Truong cao dang Fpt polytechnic tai Q3,TP.HCM
- Cac hoat dong hap dan ben le:
+ Giao luu cung tac gia Hamlet Truong. (9h30 -
11h)
+ Boi bai Tarot, ve Henna.
*Luu y: Vao cua hoan toan MIEN PHI.

--------------------------
Lien he:
Hotline:0124567890(gap Anh Tien)
Fanpage: https://www.facebook.com/bookshopAT/?ref=ts&fref=ts"
1651999351736898, 
1049794151708209,"Ban da tung thich thu truoc nhung quang cao day sang tao tren TV tu nhung thuong hieu hang dau the gioi nhu Coca-Cola, Dove, Heineken,... va uoc mong mot ngay nao do duoc la mot phan cua nhung chien dich tam co, cham den cam xuc cua hang trieu nguoi?

Ban mo uoc buoc chan vao nganh Tiep thi & Truyen thong nhung van chua biet bat dau tu dau, can chuan bi nhung ki nang can thiet nao, va lam sao de but pha nhanh nhat ma khong mac phai nhung loi thuong gap? 

Ban viet hay, thiet ke gioi, hoac nam rat ro nhung khai niem can ban trong Marketing nhu 4P (Product, Price, Promotion, Place) va tu tin la minh phu hop. Nhung lieu nhung ki nang do va kien thuc tu sach vo da du dap ung yeu cau thuc tien cua khoi nganh nang dong doi hoi su doi moi khong ngung?

Hay yen tam, ban khong phai la ke don doc trong hanh trinh nay. Chung toi, nhung nguoi da tung xong pha hang chuc nam trong nganh Marketing & Communications, rat thau hieu nhung tran tro thuc te tren. Vi le do, nhung chuyen gia tu AIM Academy mong muon duoc chia se kinh nghiem, giup ban vuot qua nhung tro ngai ve mat tam ly va tu tin xay dung ke hoach nghe nghiep lau dai qua chuoi Hoi Thao Huong Nghiep CAREER COMPASS - Kim chi nam nghe nghiep Marketing & Communications.

3 dieu ban se nhan duoc ngay tu buoi hoi thao CAREER COMPASS:
✔ THAY duoc buc tranh toan canh nganh Tiep thi & Truyen thong, nhung phan nganh khac nhau, su khac biet giua 2 “phe” Client – Agency va cau chuyen thu vi dang sau moi cong viec.
✔ NGHE chia se nhung ki nang can thiet de dap ung yeu cau tuyen dung cua tung phan nganh trong cac Client - Agency hang dau.
✔ GIAI DAP thac mac, tu van huong nghiep tu kinh nghiem cua nhung chuyen gia dau nganh.

★ [Nghe tu ai?] 
Anh Alex Chau – Pho Giam doc AIM Academy
Tot nghiep tu NUS – dai hoc hang dau Singapore, anh Alex Chau co hon 10 nam kinh nghiem trong linh vuc tu van chien luoc va nguon nhan luc voi cac cong ty hang dau chau A. Tai AIM Academy, anh Alex cam ket mang lai cho hoc vien nhung trai nghiem tot nhat va dinh huong nghe nghiep lau dai. Anh hien la Pho Giam doc AIM Academy, phu trach quan li tai chinh va chien luoc phat trien.

Chi Pham Thi Dieu Anh - Giam doc AIM Academy - Former Director of Account Management - Leo Burnett 
Chi Dieu Anh xay dung su nghiep Quan tri Khach hang qua hon muoi lam nam lam viec tai Ogilvy & Mather va Leo Burnett. Voi dam me phat trien nhan tai trong nganh Tiep thi - Truyen thong, chi Dieu Anh cung mot so dong nghiep cung sang lap nen AIM Academy. Chi Dieu Anh tot nghiep Thac si nganh Tiep thi tai Dai hoc Tay Uc.

★★  Thong tin su kien:
— Su kien se dien ra vao thu Bay hang tuan.
—Thoi gian: 09:00-12:00, thu bay, ngay 05 thang 12 nam 2015
— Dia diem: AIM Academy, 152 Nguyen Van Thu, Quan 1

★ ★ ★  Dang ky tai: http://bit.ly/CareerCompassSignUp 

""CAREER COMPASS” la chuoi hoi thao huong nghiep chuyen nganh Tiep thi & Truyen thong do AIM Academy to chuc vao moi thu Bay hang tuan, voi muc tieu giup do cac ban tre tim duoc huong di phu hop va xay dung mot ke hoach nghe nghiep kha thi.

Tim hieu them ve cac khoa hoc Marketing & Communications cua AIM Academy tai: www.aimacademy.vn"
1723028394595042,"Hoi Thao Du Hoc ""CO HOI NHAN HOC BONG TOAN PHAN TAI ITALIA""
#HOCBONGDUHOC #ITALIA
#BLUEGALAXYGROUP
Ban muon biet co hoi nao gianh duoc HOC BONG TOAN PHAN, nhung gia dinh co THU NHAP Trung Binh - Kha co the cho con em minh di du hoc Chau Au? Ban boan khoan ve cach thuc xet hoc bong thanh cong va lo trinh nao de dinh cu tai nuoc ngoai sau khi du hoc? Tat ca se duoc B.G.G giai dap tai buoi hoi thao.
DON DANG KY: http://goo.gl/forms/mRRMyBztVz
* Chi tiet ve hoi thao:
Thoi gian: 9:00 – 11:00 ngay 28 thang 11 nam 2015
Dia diem: 23 Duong 52 Quan Tan Binh TPHCM.
Doi tuong:phu huynh, hoc sinh, sinh vien co nhu cau tim hoc bong du hoc ITALIA"
1481083745533238,"Hot hot hot!!!!
Su kien dac biet mua sam nhieu uu dai chua tung co tu truoc den nay.
Cho phien GTV 3A Outlet sale chinh la dai diem mua sam, thu gian cuoi tuan ly tuong danh cho cac ban tre, voi nhieu chuong trinh giam gia cuc hap dan, vo so cac voucher uu dai va dac biet la den day cac ban con duoc tang the uu dai giam gia tren hang tram dia diem mua sam, an uong khac nhau trong he thong cua Giatotviet.net."
192596887742760,Time for xmas shopping for a good cause
1727916837436720,"Co bao gio ban hoi la minh con co the lam gi tren Internet ngoai viec luot web, xem phim, chat va Facebook chua? Co bao gio ban tu nghi minh se lam mot thiet bi gi do co the dieu khien duoc tu xa khong? Va chac chan ban se ngac nhien khi biet rang dang co rat nhieu nguoi tren the gioi dang tao ra nhung thiet bi tuong tu nhu vay tu he thong tat mo den tu xa bang dien thoai, he thong canh bao chay qua Internet, v.v..
Va dieu ngac nhien hon nua la ban co the tao ra mot he thong quan sat nhiet do va do am o ngoi nha cua ban thong qua Internet va mot he thong co the gui mot tin nhan len mang xa hoi nhu Facebook, Twitter hoac la email chi bang cach bam nut. Trong hon 2 tieng chung toi se huong dan ban xay dung mot he thong nhu vay. Nhung do chi la khoi dau cho nhung thu tuyet voi hon ma ban se xay dung trong tuong lai vi ban chac chan co the lam duoc nhieu hon the.
Gia ve: 280K mua truoc ngay 24/11 va 320K mua sau ngay 24/11 tai Ticketbox
Nhung gi ban co the co duoc sau khi tham du khoa hoc ""Tu tao nut bam khong day & quan sat nhiet do qua internet"" cua chung toi la:
Co khai niem cu the hon ve Internet-of-Thing goi tat la IoT, mot khai niem dang la xu the cua thoi dai so
Biet them ve cac thiet bi phan cung, phan mem va cac cam bien
Tu xay dung duoc he thong #IoT co ban
Kha nang sang tao cho nhung du an tiep theo
Tat ca thiet bi phan cung se duoc cung cap va ban co the mang no ve nha sau khi ket thuc khoa hoc bao gom:
Mo dun phan cung ket noi Internet NodeMCU
Cam bien nhiet do & do am DHT11
Nut bam
Day cam USB
Hay dang ky tham du khoa hoc lan nay va tu tao cho minh mot he thong ket noi Internet co ban di nao. Chung toi tin ban co the lam nhung dieu con tuyet voi hon ban than ban nghi.
Day chi lan phan 1 cua chuoi khoa hoc ve IoT, Fablab Saigon se con tao ra nhieu khoa hoc nang cao trong thoi gian toi. Hy vong se nhan duoc su quan tam tu ban."
741573269308723,"The best place to do all your Christmas shopping in all Saigon. More than 60 vendors of high quality art, craft, homewares and designer goods all in one riverside garden for one day only. What started in 2006 on the shoulders of two Dutch ladies and 10 vendors, has become a vibrant community event over the years."
1672166549701268,"Chung ta se noi chuyen gi voi nhau? Ai do ma ta quen vua di phau thuat tham my ve? Hay cac chuong trinh truyen hinh thuc te dao gan day that te, khien ta khong thay mot chut hai long? Mot ngoi sao ca nhac noi tieng vua gap su co “dao duc” gi do? Hay chi don gian la nen day con theo phuong phap nao, cho con an dam kieu Nhat, kieu My hay kieu Do Thai thi moi la tot nhat? Nhung noi dung, cau chuyen ta van trao doi, tranh luan hang ngay, van tung len “phay” khi thi duoi dang nhung status day tu hao, man nguyen, luc lai tran ngap buc xuc tuong chung co the nho the ma cuu duoc ca nhan loai khoi lam lac, toi tam; nhung co khi nao ta lui lai mot vai buoc, tu van xem cac tranh cai, buc xuc ay co thuc su di ve dau va huu ich cho ai ngoai viec giai toa cac cam xuc ca nhan, de nhan ra mot dieu gi do, suy cho cung lai het suc gian don?

Thanh pho Ho Chi Minh, nhung ngay cuoi thang 11, nhan dip ra mat tuyen tap Buc xuc khong lam ta vo can cua tien si - tac gia Dang Hoang Giang, Nha Nam to chuc buoi giao luu gap go cung tac gia de ban doc cung chia se cach nhin, quan diem, cam xuc va thai do ung xu truoc cac van de, su kien, hien tuong trong cuoc song hien dai ngay nay. Ngoai tac gia Dang Hoang Giang, buoi giao luu con co su gop mat cua ba Ton Nu Thi Ninh voi vai tro dan dat chuong trinh.

*Thong tin chi tiet ve buoi giao luu nhu sau:
- Thoi gian: 9h30 sang thu Bay ngay 28/11/2015
- Dia diem: Salon Van hoa Ca phe thu Bay, 19B Pham Ngoc Thach, Q.3
* De tien cho cong tac to chuc, mong cac ban danh chut thoi gian dang ky tai link sau: http://goo.gl/forms/AAeA6GDu7e
Tran trong kinh moi!"
183580841988156,"Ngay | Date: 28/11/2015
Thoi gian | Time: 10 AM - 12PM
Dia diem: UPRISING SAIGON
Gia: 200.000vnd

< English below>
Trang tri banh cupcake cung la thu vui tao nha, phu hop cho tat ca moi nguoi, khong can kheo tay va kinh nghiem, mot chut tinh nghich cung con cai, vui cung ban be, cung nguoi yeu cung trang tri banh. Vi cac ban da co nguoi huong dan cac ban lam dieu minh thich. 
Trong cuoc vui trang tri banh, cac ban se co thuc uong & snack, va mang banh ve de khoe, hay tang.

Cupcake decoration is fun and relax. It is suitable for everybody who love sweet and spend time for fun. You can spend your time  with your hobby alone, or with your couple, family and friends.
The instructor will help to achieve your goal.
During decoration time, you can get 01 frree drinking and snack and carry your cupcakes going home."
1676855795934448, 
410271959178819,"Ngay hoi THANH LY CUA QUI CO M.A.C . Tu quan ao - giay dep - tui xach cua cac M.A.C Lady duoc thanh li voi gia "" ban nhu cho "" chi tu 50.000d - 500.000d . Hay ghe M.A.C Lady Fair vao buoi trua Thu Bay cuoi tuan de chon lua nhung mon do dieu nha , va Ban cung co the gui do dieu de ban & trao doi voi cac M.A.C Lady khac, that thu vi dung khong ?"
705312679603964,"Bitcoin Saigon community about to host the first “Bitfilm Festival” in Saigon at 28th of November 2015

The world's most renowned Bitcoin Film Festival is continuing its worldwide tour and is taking place for the first time in Ho Chi Minh City / Vietnam.

The Bitfilm Festival will take place at Officience (117B Nguyen Dinh Chinh, Phu Nhuan District, HCMC) on Saturday, November 28th – starting at noon and ending at approx. 10 PM.

It will be followed by online voting for the best film/ best “BitFilm” and a worldwide tour which includes screenings in Amsterdam, Budapest, London, Madrid, Barcelona, Luxemburg, Mexico, Buenos Aires, Ubud/Bali and San Francisco.

Free entry to the event for all who are curious about Bitcoin and Blockchain technology.

Sponsored by:

Asian Dermatoglyphics Research Center

Future.travel – Vietnams first Bitcoin accepting merchant

Bitcoin Vietnam Co., Ltd. - Vietnams first Bitcoin Exchange

Officience – Offsharing in Vietnam

Crewfire – Your Social Media, Amplified

Le Crespo - Italian Farmhouse Pizza... slow-cooking Ribs

VBTC Vietnam Co., Ltd. - Vietnams largest Bitcoin Trading Floor

Stib Labs – The Powerful Bits of Peers to Peers


Time schedule
-------------------------

Noon - 1 PM: Opening ceremony - Welcome; small talk/networking

1 PM - 3 PM: First movie session: Short Film + Long Film

3 PM - 3.30 PM: Break – Coffee Break

3.30 PM - 5.30 PM: 2nd movie session: Short Film + Long Film

5.30 PM - 6 PM: 2nd Break – Coffee Break

6 PM - 8 PM: 3rd movie session: Short Film + Long Film

8 PM - 9 PM: Closing ceremony & networking"
129972500699489,"Chuong trinh thi thu Toefl Primary danh cho cac be cap do tieu hoc se duoc dien ra vao ngay 28/11/2015.
Han chot dang ki : 21/11/2015.
Moi thong tin chi tiet xin lien he website: www.aston.edu.vn"
1525089304475624,"HOI THAO THAI KY CUNG BAC SI BV TU DU 
"" CHUONG TRINH TAT XANH "" Cho lan di sanh an toan."
1519010425083454,"ART DECO - Lana Del Rey Party - 
Dia diem: 186 Doc Lap, Tan Thanh, Tan Phu
Thoi gian: 16:00 - 22:00
Gia ve: presale 50.000 - atdoor: 70.000
Hotline: 01212.292.232 - 01264.503.180

---------------------------------

Art Deco la track 7 trong album Honeymoon 2015 cua Lana Del Rey, ten goi mot truong phai nghe thuat va trang tri mang tinh triet trung duoc bat dau tai thanh pho Paris vao thap nien 1920 va phat trien ra toan the gioi trong thap nien 1930. Phong cach nay anh huong den moi linh vuc va hien tai van con nhieu kien truc mang dam net Art Deco o HN va thanh pho HCM. 

Phong cach Art Deco duoc nu hoang Lana Del Rey cua chung ta uu ai va khai thac triet de. Ai cung da tung xem The Great Gatsby va me man nhung buoi tiec tung thau dem mang dam khong khi Art Deco va MV Young and Beautiful dep sau lang den ngo ngang cua Lana se tap hop tai day, cung nhau tao nen mot dem tran ngap nhung Lanatics, nhung Gangsters, Lolita, cung nhau dress-up/suit-up, khieu vu, ca hat, va am nhac cua Lana day dac trong khong khi. (Cac ban co quyen the hien thoi trang rieng cua ban than, nhung se co qua tang cho cac ban dress-code gan voi truong phai sang trong Art Deco nhat nhe).
ART DECO –Lana Del Rey Party- la dem party dau tien ket hop truong phai Art Deco va am nhac cua Lana Del Rey. Chung toi, to chuc vi nhung fans Lana tren khap Sai Gon, nhung ban tre co chung niem yeu thich am nhac sau lang sadcore cua Queen of SaiGon Lana Del Rey.

Buoi party bao gom live music duoc the hien boi band nhac tuyen chon va nhung giong ca ban chuyen cua Thanh pho, voi dong nhac cua mot nu hoang doc ton: Lana Del Rey. Ngoai ra, dung voi tinh chat party suot dem dai, chung ta se cung vui choi voi nhung tro choi dam chat hoi he: do vui, thach thuc, ket hop cung dong doi, thi trang phuc an tuong… Va khong the thieu phan thuong danh cho nhung ca nhan noi bat – nhung bong hoa long lay nhat cua bua tiec: Vua va Nu hoang Da tiec.

Noi dung chuong trinh: 
16:00 - 18:00: mini flea market, shopping quan ao, trang suc va boi tarot nha!!!
18:30 - 22:00: bieu dien am nhac, do vui, tro choi dong doi, bau chon cho outfit dep nhat, chon ra King & Queen of the Night... tat ca cac tiet muc deu co qua rieng!!!

Cach thuc de mua ve: https://www.facebook.com/events/1519010425083454/1519951508322679/

VOCAL CASTING. Form dang ky tai day: http://goo.gl/forms/nNuvnW3e5S

Dress-code: 
- Bo trang phuc long lay nhat cua ban.
- Nam: Giay co quai hau, quan dai, lich su.
- Nu: Giay co quai hau, quan dai hoac vay, lich su.
- Cac ban tomboy va cross-dress: cung cac quy dinh tren; giay co quai hau, quan dai hoac vay, lich su.
Quy dinh ve dress-code nhu vay la vi chu de cua buoi party la sang trong thanh lich. Cac ban khong can giay tay, ao vest, giay cao got va trang diem... hay cu mac casual nhung lich su thoi. Ngoai ra con de tranh nhung rac roi xung dot ve ngoai hinh nua, va len hinh cho dep ne! Cac ban co gang nha! Lau lau moi di party mot lan ma

Gift's sponsor: 
Shop Rock Ba Ba
Iteza Madness
The Exotique Corner
Kawaii Hime House

---------------------------------

Hay tu thuong cho ban than mot buoi toi party cung cac ban yeu thich Lana, va vui choi khieu vu het minh nhe. 
BTC than moi!"
448681385319878,"Saigon Heat se co co hoi doi duoc mon no thua tran dang tiec moi day truoc Malaysia Dragons khi chung ta se tiep tuc tiep don ho tren san nha NTD CIS (86 Duong 23, P. Tan Phu, Q.7). vao 17:00 ngay 28/11! Cung den san de thuong thuc the thao dinh cao va co vu cho doi nha cung 2,000 CDV nao! 
Mua ve tai: www.saigonheat.com

Saigon Heat will have chance to take avenge on Malaysia Dragons in our 4th Home Game at CIS Stadium (86 Street 23, Tan Phu Ward, District.7) at 17.00 on 28.11. Come to enjoy & cheer for our Team!
Buy tickets now: www.saigonheat.com"
746524912158195,"Kinh moi ace, tham gia chuyen di hanh huong va tu thien tai nha tho La Ma ngay thu Bay 28-11-2015 va Chu Nhat, 29-11-2015 

1, thoi gian nhu sau:
- 17h30 ngay thu 7, tap chung va chuyen do tu thien len xe tai cac diem don o 104 Pham Hong Thai va tren duong 30-4.
- 18h ngay thu 7, xuat phat toi Nha tho La Ma, Hung Nhuong, Giong Trom, Ben Tre. va an toi banh my gio tren xe.
- 22h thu 7 toi noi va di chuyen toi nha tho va ngu toi.
- 7h Chu nhat, day ve sinh ca nhan va an sang (mì tom trúng và rau tụ ché bién hoạc an ngoài các quán quanh nhà thò), tu do tham quan nha tho.
- 8h vui choi vói trẻ em tại nhà thò
- 10h Chu Nhat tham du thanh le,
- 11h Chu Nhat nghi ngoi an com trua tai nha tho, do cac Sour song tai nha tho chuan bi gium.
- 13h Chu Nhat di den tham cac hoan canh va gui qua cua nhom cho ba con.
- 16h Chu Nhat  ve lai Vung Tau,

2, Kinh phi chuyen di:
- 270k/ nguoi lon, 
- 150k/ nhung em nho (6-11 tuoi) va nguoi cò́ hoan canh kho khan.
- mien phi nhung em <6 tuoi 

ace minh dang ky tham gia truoc ngay 24-11-2015 de ban dieu hanh co the chuan bi tot nhat nhe, Tot Dep! :)"
